no,p1.atr_window,p1.atr_multiply,p1.ma_window,p1.short_term,p2.strategy,p2.begin_hour,p2.begin_minute,p2.hours,p2.sl.method,p2.sl.value,p2.target_profit,p2.trail_stop,p2.volume,p2.position_max,p2.timelimit,trade_num,profit,win_rate,drawdown,t_drawdown
586,100,0.8765460920526001,80,34,supertrend,0,0,0,1,100,350,250,0.1,10,0,8617,5232.0,0.46199373331786003,-1887.8,1050 days 19:45:00
587,44,1.2540345599135527,51,14,supertrend,0,0,0,1,200,150,50,0.1,10,0,9316,14801.0,0.5004293688278231,-8140.9,1507 days 11:00:00
588,33,1.9915591504776209,62,22,supertrend,0,0,0,1,350,300,50,0.1,10,0,5239,-9487.0,0.5027677037602596,-13729.3,801 days 09:15:00
589,59,2.1840856240368707,48,43,supertrend,0,0,0,1,350,100,250,0.1,10,0,4057,-9835.0,0.5181168350998274,-13866.7,780 days 02:15:00
590,25,0.9610676082483369,53,5,supertrend,0,0,0,1,50,250,200,0.1,10,0,11362,2654.0,0.3148213342721352,-905.1,1264 days 00:15:00
591,28,2.812889611434284,21,14,supertrend,0,0,0,1,200,400,100,0.1,10,0,2934,-1222.0,0.40115882753919563,-5574.0,1056 days 11:45:00
592,38,2.067577966728491,41,28,supertrend,0,0,0,1,500,350,200,0.1,10,0,4869,2415.0,0.5198192647360854,-5539.9,956 days 20:00:00
593,75,3.4837766380278183,43,20,supertrend,0,0,0,1,400,400,250,0.1,10,0,2210,-5720.0,0.4334841628959276,-17278.6,1134 days 18:00:00
594,74,0.8555190307906112,68,4,supertrend,0,0,0,1,400,500,250,0.1,10,0,11816,10575.0,0.4058903182125931,-1825.1,892 days 06:30:00
595,17,2.014248798432373,10,13,supertrend,0,0,0,1,500,500,100,0.1,10,0,5023,-2473.0,0.4604817837945451,-8678.3,545 days 16:15:00
596,25,2.063116986092072,38,18,supertrend,0,0,0,1,200,400,100,0.1,10,0,5087,1636.0,0.4784745429526243,-4385.9,827 days 08:45:00
597,48,3.1139918172859056,25,30,supertrend,0,0,0,1,100,450,250,0.1,10,0,2795,548.0,0.34418604651162793,-1578.7,175 days 15:00:00
598,87,1.0367525428353113,79,37,supertrend,0,0,0,1,100,250,100,0.1,10,0,7567,6082.0,0.44509052464649135,-3280.2,1484 days 01:00:00
